G,"Point Latency","Time Received","Time Captured",MPH,Address,I0,"Engine On",I1,I2,I3,I4,I5,GPS,"Event Code",Sat,HDOP,RSSI,C,F,Seq,Index,"Lat, Lon","Triggered By","Δ Odo hm","Δ Eng min"
"LA","9 secs","2020-03-13 9:26.12am","2020-03-13 9:26.03am",0,"4224 Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,0,17,"0.6","-65",0,0,726,"Serial","40.8689191,-115.7326642","",1,2
"LA","8 secs","2020-03-13 9:24.12am","2020-03-13 9:24.04am",0,"4224 Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,0,17,"0.6","-72",0,0,725,"Serial","40.8688748,-115.7327366","",1,3
"LA","10 secs","2020-03-13 9:21.57am","2020-03-13 9:21.47am",0,"4224 Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,0,17,"0.6","-63",0,0,724,"Serial","40.8688976,-115.7327608","",0,2
"LA","9 secs","2020-03-13 9:19.56am","2020-03-13 9:19.47am",0,"4224 Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,0,18,"0.6","-70",0,0,723,"Serial","40.868895,-115.7325368","",1,2
"LA","9 secs","2020-03-13 9:17.56am","2020-03-13 9:17.47am",0," Elko NV 89801","+","+","-","-","-","-","-",3,37,18,"0.6","-66",0,0,722,"Serial","40.8689432,-115.7322418","Ignition On",0,0
"LA","5 secs","2020-03-13 9:11.05am","2020-03-13 9:11.00am",0," Elko NV 89801","-","-","-","-","-","-","-",3,0,17,"0.6","-68",0,0,721,"Serial","40.8689473,-115.732274","",0,0
"LA","5 secs","2020-03-13 9:09.05am","2020-03-13 9:09.00am",0," Elko NV 89801","-","-","-","-","-","-","-",3,0,18,"0.6","-67",0,0,720,"Serial","40.8689486,-115.7322753","",0,0
"LA","6 secs","2020-03-13 9:07.05am","2020-03-13 9:06.59am",0," Elko NV 89801","-","-","-","-","-","-","-",3,38,18,"0.6","-67",0,0,719,"Serial","40.8689446,-115.7322726","Ignition Off",0,1
"LA","5 secs","2020-03-13 9:06.25am","2020-03-13 9:06.20am",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,17,"0.6","-69",0,0,718,"Serial","40.8689419,-115.7322793","",0,0
"LA","5 secs","2020-03-13 9:06.15am","2020-03-13 9:06.10am",1," Elko NV 89801","+","+","-","-","-","-","-",3,2,17,"0.6","-69",0,0,717,"Serial","40.8689392,-115.7322579","Stopped Moving",7,2
"LA","4 secs","2020-03-13 9:04.20am","2020-03-13 9:04.16am",32,"Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,8,18,"0.6","-62",0,0,716,"Serial","40.8641072,-115.7361672","Moving",18,2
"LA","4 secs","2020-03-13 9:02.20am","2020-03-13 9:02.16am",25,"E Jennings Way Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-50",0,0,715,"Serial","40.8542675,-115.7493757","Moving",23,3
"LA","4 secs","2020-03-13 9:00.00am","2020-03-13 8:59.56am",38,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,16,"0.6","-51",0,0,714,"Serial","40.8678784,-115.7308913","Moving",25,2
"LA","8 secs","2020-03-13 8:58.05am","2020-03-13 8:57.57am",38,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-63",0,0,713,"Serial","40.8861898,-115.714448","Moving",29,2
"LA","4 secs","2020-03-13 8:56.00am","2020-03-13 8:55.56am",55,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,16,"0.6","-71",0,0,712,"Serial","40.9085568,-115.6978183","Moving",30,2
"LA","4 secs","2020-03-13 8:54.00am","2020-03-13 8:53.56am",49,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-68",0,0,711,"Serial","40.9282938,-115.67418","Moving",30,2
"LA","9 secs","2020-03-13 8:52.05am","2020-03-13 8:51.56am",62,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-73",0,0,710,"Serial","40.9434349,-115.6445241","Moving",35,3
"LA","8 secs","2020-03-13 8:50.05am","2020-03-13 8:49.57am",64,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,18,"0.6","-68",0,0,709,"Serial","40.9497904,-115.6053357","Moving",36,4
"LA","4 secs","2020-03-13 8:47.55am","2020-03-13 8:47.51am",61,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-53",0,0,708,"Serial","40.9494363,-115.5621173","Moving",36,2
"LA","4 secs","2020-03-13 8:45.55am","2020-03-13 8:45.51am",67,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,13,"0.8","-49",0,0,707,"Serial","40.9502182,-115.5200495","Moving",39,2
"LA","3 secs","2020-03-13 8:43.40am","2020-03-13 8:43.37am",63,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-48",0,0,706,"Serial","40.9574079,-115.4748811","Moving",34,2
"LA","3 secs","2020-03-13 8:41.40am","2020-03-13 8:41.37am",63,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-70",0,0,705,"Serial","40.9738136,-115.4423312","Moving",35,2
"LA","7 secs","2020-03-13 8:39.44am","2020-03-13 8:39.37am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-67",0,0,704,"Serial","41.0013036,-115.4235892","Moving",35,2
"LA","3 secs","2020-03-13 8:37.39am","2020-03-13 8:37.36am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,15,"0.6","-76",0,0,703,"Serial","41.0240836,-115.3951793","Moving",34,2
"LA","7 secs","2020-03-13 8:35.44am","2020-03-13 8:35.37am",62,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,15,"0.6","-85",0,0,702,"Serial","41.0407428,-115.3612507","Moving",34,2
"LA","3 secs","2020-03-13 8:33.39am","2020-03-13 8:33.36am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,15,"0.6","-81",0,0,701,"Serial","41.0574704,-115.3261392","Moving",35,2
"LA","3 secs","2020-03-13 8:31.39am","2020-03-13 8:31.36am",64,"Ramp 333 Deeth NV 89823","+","+","-","-","-","-","-",3,8,16,"0.6","-71",0,0,700,"Serial","41.0737876,-115.2911122","Moving",35,2
"LA","3 secs","2020-03-13 8:29.39am","2020-03-13 8:29.36am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,13,"0.8","-57",0,0,699,"Serial","41.0863792,-115.2543646","Moving",34,2
"LA","3 secs","2020-03-13 8:27.39am","2020-03-13 8:27.36am",63,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,15,"0.8","-56",0,0,698,"Serial","41.0859903,-115.213237","Moving",35,2
"LA","3 secs","2020-03-13 8:25.39am","2020-03-13 8:25.36am",63,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,14,"0.8","-65",0,0,697,"Serial","41.0884955,-115.1718451","Moving",35,2
"LA","3 secs","2020-03-13 8:23.39am","2020-03-13 8:23.36am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,16,"0.6","-61",0,0,696,"Serial","41.0952694,-115.131738","Moving",31,2
"LA","3 secs","2020-03-13 8:21.39am","2020-03-13 8:21.36am",56,"I-80 Wells NV 89835","+","+","-","-","-","-","-",3,8,16,"0.6","-74",0,0,695,"Serial","41.1006191,-115.0948429","Moving",31,2
"LA","3 secs","2020-03-13 8:19.39am","2020-03-13 8:19.36am",58,"I-80 Wells NV 89835","+","+","-","-","-","-","-",3,8,18,"0.6","-86",0,0,694,"Serial","41.108254,-115.0593372","Moving",33,2
"LA","3 secs","2020-03-13 8:17.39am","2020-03-13 8:17.36am",63,"I-80 Wells NV 89835","+","+","-","-","-","-","-",3,8,18,"0.6","-70",0,0,693,"Serial","41.1089768,-115.0212015","Moving",33,2
"LA","3 secs","2020-03-13 8:15.39am","2020-03-13 8:15.36am",63,"I-80 Wells NV 89835","+","+","-","-","-","-","-",3,8,16,"0.6","-64",0,0,692,"Serial","41.1052351,-114.9824396","Moving",20,2
"LA","10 secs","2020-03-13 8:14.08am","2020-03-13 8:13.58am",15," Wells NV 89835","+","+","-","-","-","-","-",3,3,19,"0.6","-68",0,0,691,"Serial","41.1004447,-114.9589756","Roll",1,0
"LA","9 secs","2020-03-13 8:13.53am","2020-03-13 8:13.44am",9," Wells NV 89835","+","+","-","-","-","-","-",3,5,19,"0.6","-83",0,0,690,"Serial","41.1001456,-114.9579523","Started Moving",1,0
"LA","6 secs","2020-03-13 8:13.43am","2020-03-13 8:13.37am",9,"Us-93 Wells NV 89835","+","+","-","-","-","-","-",3,0,17,"0.6","-83",0,0,689,"Serial","41.1003401,-114.9577136","",2,2
"LA","7 secs","2020-03-13 8:11.43am","2020-03-13 8:11.36am",0,"143 Us-93 Wells NV 89835","+","+","-","-","-","-","-",3,0,17,"0.6","-77",0,0,688,"Serial","41.1010174,-114.9581924","",0,2
"LA","7 secs","2020-03-13 8:09.43am","2020-03-13 8:09.36am",0,"143 Us-93 Wells NV 89835","+","+","-","-","-","-","-",3,0,18,"0.6","-72",0,0,687,"Serial","41.1010241,-114.9581964","",0,2
"LA","7 secs","2020-03-13 8:07.43am","2020-03-13 8:07.36am",0,"143 Us-93 Wells NV 89835","+","+","-","-","-","-","-",3,0,18,"0.6","-73",0,0,686,"Serial","41.101016,-114.9581629","",3,2
"LA","7 secs","2020-03-13 8:05.43am","2020-03-13 8:05.36am",2,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","+","+","-","-","-","-","-",3,37,20,"0.6","-69",0,0,685,"Serial","41.1017617,-114.9578853","Ignition On",0,0
"LA","7 secs","2020-03-13 8:00.33am","2020-03-13 8:00.26am",0,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","-","-","-","-","-","-","-",3,0,15,"0.6","-71",0,0,684,"Serial","41.1017845,-114.9578585","",0,0
"LA","7 secs","2020-03-13 7:58.33am","2020-03-13 7:58.26am",0,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","-","-","-","-","-","-","-",3,0,13,"0.8","-64",0,0,683,"Serial","41.1017858,-114.9578585","",0,0
"LA","7 secs","2020-03-13 7:56.33am","2020-03-13 7:56.26am",0,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","-","-","-","-","-","-","-",3,38,15,"0.6","-67",0,0,682,"Serial","41.1017858,-114.9578518","Ignition Off",0,1
"LA","8 secs","2020-03-13 7:56.08am","2020-03-13 7:56.00am",0,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","+","+","-","-","-","-","-",3,0,15,"0.6","-62",0,0,681,"Serial","41.1017858,-114.9578504","",0,2
"LA","9 secs","2020-03-13 7:54.08am","2020-03-13 7:53.59am",0,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","+","+","-","-","-","-","-",3,0,15,"0.6","-68",0,0,680,"Serial","41.1017764,-114.957841","",0,2
"LA","9 secs","2020-03-13 7:52.08am","2020-03-13 7:51.59am",0,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","+","+","-","-","-","-","-",3,0,17,"0.6","-64",0,0,679,"Serial","41.1017134,-114.9578156","",0,2
"LA","7 secs","2020-03-13 7:50.08am","2020-03-13 7:50.01am",0,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","+","+","-","-","-","-","-",3,0,18,"0.6","-64",0,0,678,"Serial","41.1017188,-114.9578075","",0,2
"LA","9 secs","2020-03-13 7:48.08am","2020-03-13 7:47.59am",0,"1222 6th St [I-80-Bl/Nv-223] Wells NV 89835","+","+","-","-","-","-","-",3,0,17,"0.6","-64",0,0,677,"Serial","41.1017255,-114.9578088","",1,2
"LA","7 secs","2020-03-13 7:46.08am","2020-03-13 7:46.01am",6,"143 Us-93 Wells NV 89835","+","+","-","-","-","-","-",3,0,18,"0.6","-78",0,0,676,"Serial","41.1013298,-114.9573663","",1,2
"LA","8 secs","2020-03-13 7:44.08am","2020-03-13 7:44.00am",7,"143 Us-93 Wells NV 89835","+","+","-","-","-","-","-",3,0,18,"0.6","-69",0,0,675,"Serial","41.1011193,-114.9584579","",1,0
"LA","7 secs","2020-03-13 7:43.48am","2020-03-13 7:43.41am",2," Wells NV 89835","+","+","-","-","-","-","-",3,2,18,"0.6","-80",0,0,674,"Serial","41.1007733,-114.9586484","Stopped Moving",8,2
"LA","9 secs","2020-03-13 7:42.08am","2020-03-13 7:41.59am",60,"I-80 Wells NV 89835","+","+","-","-","-","-","-",3,8,17,"0.6","-65",0,0,673,"Serial","41.1013996,-114.9638867","Moving",35,2
"LA","7 secs","2020-03-13 7:40.08am","2020-03-13 7:40.01am",64,"I-80 Wells NV 89835","+","+","-","-","-","-","-",3,8,16,"0.6","-78",0,0,672,"Serial","41.1065441,-115.0041333","Moving",35,2
"LA","9 secs","2020-03-13 7:38.08am","2020-03-13 7:37.59am",64,"I-80 Wells NV 89835","+","+","-","-","-","-","-",3,8,17,"0.6","-77",0,0,671,"Serial","41.1107551,-115.0453039","Moving",33,2
"LA","9 secs","2020-03-13 7:36.08am","2020-03-13 7:35.59am",55,"I-80 Wells NV 89835","+","+","-","-","-","-","-",3,8,17,"0.6","-64",0,0,670,"Serial","41.1022847,-115.083984","Moving",30,2
"LA","7 secs","2020-03-13 7:34.07am","2020-03-13 7:34.00am",54,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,16,"0.6","-74",0,0,669,"Serial","41.0972489,-115.1179139","Moving",30,2
"LA","9 secs","2020-03-13 7:32.08am","2020-03-13 7:31.59am",59,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-80",0,0,668,"Serial","41.0913534,-115.153248","Moving",34,2
"LA","8 secs","2020-03-13 7:30.07am","2020-03-13 7:29.59am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,16,"0.6","-73",0,0,667,"Serial","41.0853881,-115.193453","Moving",35,2
"LA","7 secs","2020-03-13 7:28.07am","2020-03-13 7:28.00am",63,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,14,"0.6","-58",0,0,666,"Serial","41.0858226,-115.2347456","Moving",35,2
"LA","9 secs","2020-03-13 7:26.09am","2020-03-13 7:26.00am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-49",0,0,665,"Serial","41.0809598,-115.2744101","Moving",34,2
"LA","8 secs","2020-03-13 7:24.07am","2020-03-13 7:23.59am",63,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-76",0,0,664,"Serial","41.0645648,-115.3097013","Moving",35,2
"LA","8 secs","2020-03-13 7:22.07am","2020-03-13 7:21.59am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-74",0,0,663,"Serial","41.0481725,-115.3448409","Moving",35,2
"LA","8 secs","2020-03-13 7:20.07am","2020-03-13 7:19.59am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-79",0,0,662,"Serial","41.0314328,-115.3798263","Moving",35,2
"LA","8 secs","2020-03-13 7:18.07am","2020-03-13 7:17.59am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,17,"0.6","-78",0,0,661,"Serial","41.0113632,-115.4112524","Moving",35,2
"LA","14 secs","2020-03-13 7:16.13am","2020-03-13 7:15.59am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,14,"0.8","-74",0,0,660,"Serial","40.9854396,-115.4338379","Moving",34,2
"LA","7 secs","2020-03-13 7:14.07am","2020-03-13 7:14.00am",64,"I-80 Deeth NV 89823","+","+","-","-","-","-","-",3,8,16,"0.8","-74",0,0,659,"Serial","40.9608411,-115.4580207","Moving",35,2
"LA","7 secs","2020-03-13 7:12.07am","2020-03-13 7:12.00am",63,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,14,"0.8","-75",0,0,658,"Serial","40.9533537,-115.4980366","Moving",37,2
"LA","6 secs","2020-03-13 7:09.57am","2020-03-13 7:09.51am",64,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-41",0,0,657,"Serial","40.9491493,-115.5414965","Moving",35,2
"LA","4 secs","2020-03-13 7:07.56am","2020-03-13 7:07.52am",64,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-49",0,0,656,"Serial","40.9492915,-115.5827998","Moving",37,2
"LA","11 secs","2020-03-13 7:05.53am","2020-03-13 7:05.42am",64,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-56",0,0,655,"Serial","40.9495222,-115.6272118","Moving",35,3
"LA","4 secs","2020-03-13 7:03.46am","2020-03-13 7:03.42am",64,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-77",0,0,654,"Serial","40.9348156,-115.6633814","Moving",34,2
"LA","4 secs","2020-03-13 7:01.36am","2020-03-13 7:01.32am",53,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,16,"0.6","-79",0,0,653,"Serial","40.9137469,-115.6923667","Moving",33,3
"LA","7 secs","2020-03-13 6:59.21am","2020-03-13 6:59.14am",54,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-63",0,0,652,"Serial","40.8886226,-115.7132544","Moving",30,2
"LA","7 secs","2020-03-13 6:57.21am","2020-03-13 6:57.14am",53,"I-80 Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-55",0,0,651,"Serial","40.8665547,-115.7316503","Moving",24,3
"LA","5 secs","2020-03-13 6:55.06am","2020-03-13 6:55.01am",35,"3019 Idaho St Elko NV 89801","+","+","-","-","-","-","-",3,8,17,"0.6","-49",0,0,650,"Serial","40.8521285,-115.7443198","Moving",18,3
"LA","6 secs","2020-03-13 6:52.46am","2020-03-13 6:52.40am",15,"4216 Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,8,18,"0.6","-59",0,0,649,"Serial","40.865738,-115.7343245","Moving",3,0
"LA","7 secs","2020-03-13 6:52.21am","2020-03-13 6:52.14am",24,"4224 Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,3,18,"0.6","-57",0,0,648,"Serial","40.86781,-115.7320111","Roll",1,0
"LA","7 secs","2020-03-13 6:52.16am","2020-03-13 6:52.09am",18,"4224 Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,5,17,"0.6","-57",0,0,647,"Serial","40.868089,-115.731708","Started Moving",1,3
"LA","7 secs","2020-03-13 6:50.46am","2020-03-13 6:50.39am",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,15,"0.8","-71",0,0,646,"Serial","40.8689124,-115.7316544","",0,0
"LA","9 secs","2020-03-13 6:50.11am","2020-03-13 6:50.02am",0," Elko NV 89801","+","+","-","-","-","-","-",3,2,16,"0.8","-72",0,0,645,"Serial","40.8689231,-115.7316503","Stopped Moving",0,1
"LA","5 secs","2020-03-13 6:49.31am","2020-03-13 6:49.26am",10," Elko NV 89801","+","+","-","-","-","-","-",3,5,16,"0.8","-62",0,0,644,"Serial","40.868899,-115.7322297","Started Moving",1,1
"LA","6 secs","2020-03-13 6:48.46am","2020-03-13 6:48.40am",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,15,"0.6","-71",0,0,643,"Serial","40.8690773,-115.7326656","",0,2
"LA","6 secs","2020-03-13 6:46.46am","2020-03-13 6:46.40am",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,13,"0.8","-74",0,0,642,"Serial","40.8690787,-115.7326642","",0,2
"LA","25 secs","2020-03-13 6:45.06am","2020-03-13 6:44.41am",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,14,"0.8","-78",0,0,641,"Serial","40.8690666,-115.7327112","",0,2
"LA","6 secs","2020-03-13 6:42.46am","2020-03-13 6:42.40am",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,10,"1.1","-78",0,0,640,"Serial","40.8690787,-115.7326441","",0,0
"LA","6 secs","2020-03-13 6:42.46am","2020-03-13 6:42.40am",0," Elko NV 89801","+","+","-","-","-","-","-",3,37,10,"1.1","-78",0,0,639,"Serial","40.8690787,-115.7326441","Ignition On",0,0
"LA","8 secs","2020-03-12 6:59.03pm","2020-03-12 6:58.55pm",0," Elko NV 89801","-","-","-","-","-","-","-",3,0,13,"0.8","-67",0,0,638,"Serial","40.8690572,-115.7327192","",0,0
"LA","8 secs","2020-03-12 6:57.03pm","2020-03-12 6:56.55pm",0," Elko NV 89801","-","-","-","-","-","-","-",3,0,13,"0.8","-65",0,0,637,"Serial","40.8690586,-115.7326924","",0,0
"LA","9 secs","2020-03-12 6:55.03pm","2020-03-12 6:54.54pm",0," Elko NV 89801","-","-","-","-","-","-","-",3,38,14,"0.8","-71",0,0,636,"Serial","40.8690452,-115.7326951","Ignition Off",0,1
"LA","7 secs","2020-03-12 6:53.58pm","2020-03-12 6:53.51pm",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,13,"0.8","-72",0,0,635,"Serial","40.8690411,-115.7326803","",3,3
"LA","7 secs","2020-03-12 6:51.48pm","2020-03-12 6:51.41pm",5," Elko NV 89801","+","+","-","-","-","-","-",3,0,15,"0.6","-61",0,0,634,"Serial","40.8688105,-115.7331497","",2,2
"LA","6 secs","2020-03-12 6:49.48pm","2020-03-12 6:49.42pm",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,13,"0.8","-62",0,0,633,"Serial","40.8689338,-115.732683","",0,2
"LA","12 secs","2020-03-12 6:47.53pm","2020-03-12 6:47.41pm",0," Elko NV 89801","+","+","-","-","-","-","-",3,0,14,"0.8","-65",0,0,632,"Serial","40.8689419,-115.7327648","",0,0
"LA","47 secs","2020-03-12 6:47.53pm","2020-03-12 6:47.06pm",0,"4224 Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,2,14,"0.8","-71",0,0,631,"Serial","40.8686831,-115.7327983","Stopped Moving",4,2
"LA","7 secs","2020-03-12 6:45.48pm","2020-03-12 6:45.41pm",20,"Ruby Vista Dr Elko NV 89801","+","+","-","-","-","-","-",3,8,14,"0.8","-61",0,0,630,"Serial","40.8677121,-115.7321103","Moving",19,4
"LA","5 secs","2020-03-12 6:43.28pm","2020-03-12 6:43.23pm",36,"3210 Idaho St Elko NV 89801","+","+","-","-","-","-","-",3,8,13,"0.8","-61",0,0,629,"Serial","40.8540597,-115.7426769","Moving",21,2
"LA","10 secs","2020-03-12 6:41.23pm","2020-03-12 6:41.13pm",15,"1224 Idaho St [I-80-Bl/Nv-535] Elko NV 89801","+","+","-","-","-","-","-",3,8,15,"0.6","-40",0,0,628,"Serial","40.8384049,-115.7562757","Moving",0,0
"LA","13 secs","2020-03-12 6:41.23pm","2020-03-12 6:41.10pm",7,"1208 Idaho St [I-80-Bl/Nv-535] Elko NV 89801","+","+","-","-","-","-","-",3,5,16,"0.6","-29",0,0,627,"Serial","40.8382266,-115.7564567","Started Moving",0,1
"LA","7 secs","2020-03-12 6:40.58pm","2020-03-12 6:40.51pm",0,"1208 Idaho St [I-80-Bl/Nv-535] Elko NV 89801","+","+","-","-","-","-","-",3,2,16,"0.6","-34",0,0,626,"Serial","40.8381273,-115.7565037","Stopped Moving",2,0
"LA","5 secs","2020-03-12 6:40.27pm","2020-03-12 6:40.22pm",7,"160 12th St Elko NV 89801","+","+","-","-","-","-","-",3,5,15,"0.6","-28",0,0,625,"Serial","40.8366226,-115.7544558","Started Moving",1,1
"LA","5 secs","2020-03-12 6:39.57pm","2020-03-12 6:39.52pm",1,"160 12th St Elko NV 89801","+","+","-","-","-","-","-",3,2,16,"0.6","-26",0,0,624,"Serial","40.8364711,-115.7543217","Stopped Moving",5,0
"LA","9 secs","2020-03-12 6:39.22pm","2020-03-12 6:39.13pm",35,"S 12th St Elko NV 89801","+","+","-","-","-","-","-",3,8,16,"0.6","-34",0,0,623,"Serial","40.8336963,-115.7498156","Moving",20,4
"LA","4 secs","2020-03-12 6:37.17pm","2020-03-12 6:37.13pm",64,"2175 Lamoille Hwy [Nv-227] Elko NV 89801","+","+","-","-","-","-","-",3,8,14,"0.8","-62",0,0,622,"Serial","40.8294383,-115.7307692","Moving",38,3
"LA","8 secs","2020-03-12 6:35.07pm","2020-03-12 6:34.59pm",63,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,8,15,"0.8","-69",0,0,621,"Serial","40.7985339,-115.7140631","Moving",34,2
"LA","8 secs","2020-03-12 6:32.57pm","2020-03-12 6:32.49pm",33,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,8,16,"0.6","-34",0,0,620,"Serial","40.7858028,-115.6778023","Moving",25,2
"LA","12 secs","2020-03-12 6:31.01pm","2020-03-12 6:30.49pm",63,"14710 Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,8,15,"0.6","-52",0,0,619,"Serial","40.7778474,-115.6506691","Moving",35,2
"LA","8 secs","2020-03-12 6:28.57pm","2020-03-12 6:28.49pm",63,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,8,15,"0.6","-62",0,0,618,"Serial","40.7522215,-115.629544","Moving",17,1
"LA","6 secs","2020-03-12 6:27.37pm","2020-03-12 6:27.31pm",9,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,5,16,"0.6","-71",0,0,617,"Serial","40.7388413,-115.6186422","Started Moving",0,0
"LA","4 secs","2020-03-12 6:27.27pm","2020-03-12 6:27.23pm",1,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,2,15,"0.6","-66",0,0,616,"Serial","40.7387099,-115.6186167","Stopped Moving",6,1
"LA","8 secs","2020-03-12 6:26.57pm","2020-03-12 6:26.49pm",61,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,8,13,"0.8","-64",0,0,615,"Serial","40.7347563,-115.6154476","Moving",33,2
"LA","8 secs","2020-03-12 6:24.57pm","2020-03-12 6:24.49pm",58,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,8,16,"0.6","-69",0,0,614,"Serial","40.7222814,-115.5840282","Moving",32,2
"LA","8 secs","2020-03-12 6:22.57pm","2020-03-12 6:22.49pm",63,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,8,16,"0.6","-58",0,0,613,"Serial","40.7246766,-115.5467375","Moving",39,3
"LA","9 secs","2020-03-12 6:20.42pm","2020-03-12 6:20.33pm",64,"Lamoille Hwy [Nv-227] Spring Creek NV 89815","+","+","-","-","-","-","-",3,8,15,"0.6","-49",0,0,612,"Serial","40.7224007,-115.5009817","Moving",19,1
"LA","7 secs","2020-03-12 6:19.22pm","2020-03-12 6:19.15pm",30,"1102 Lamoille Hwy [Nv-227] Lamoille NV 89828","+","+","-","-","-","-","-",3,3,14,"0.8","-72",0,0,611,"Serial","40.7273266,-115.4805996","Roll",2,0
"LA","4 secs","2020-03-12 6:19.02pm","2020-03-12 6:18.58pm",9,"Lamoille Hwy [Nv-227] Lamoille NV 89828","+","+","-","-","-","-","-",3,5,16,"0.6","-72",0,0,610,"Serial","40.7279315,-115.4785584","Started Moving",0,1
"LA","6 secs","2020-03-12 6:18.42pm","2020-03-12 6:18.36pm",2,"663 Country Ln S Lamoille NV 89828","+","+","-","-","-","-","-",3,0,15,"0.6","-72",0,0,609,"Serial","40.727855,-115.4783371","",0,0
