G,Point Latency,Time Received,Time Captured,MPH,Address,I0,Engine On,I1,I2,I3,I4,I5,GPS,Event Code,Sat,HDOP,RSSI,C,F,Seq,Index,"Lat, Lon",Triggered By,Δ Odo hm,Δ Eng min
LA,7 secs,2020-02-14 11:50.11am,2020-02-14 11:50.04am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-79,0,0,2004,Serial,"33.6103072,-84.3789076",,0,2
LA,7 secs,2020-02-14 11:48.11am,2020-02-14 11:48.04am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-80,0,0,2003,Serial,"33.6102991,-84.3789103",,0,2
LA,6 secs,2020-02-14 11:46.11am,2020-02-14 11:46.05am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.6,-77,0,0,2002,Serial,"33.6103246,-84.3788969",,0,2
LA,6 secs,2020-02-14 11:44.10am,2020-02-14 11:44.04am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.6,-79,0,0,2001,Serial,"33.6103313,-84.3789371",,0,2
LA,57 secs,2020-02-14 11:43.01am,2020-02-14 11:42.04am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.6,-78,0,0,2000,Serial,"33.6103354,-84.3789291",,0,2
LA,6 secs,2020-02-14 11:40.10am,2020-02-14 11:40.04am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,12,0.8,-77,0,0,1999,Serial,"33.610334,-84.3789278",,0,2
LA,7 secs,2020-02-14 11:38.11am,2020-02-14 11:38.04am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-78,0,0,1998,Serial,"33.610334,-84.3789278",,0,2
LA,8 secs,2020-02-14 11:36.12am,2020-02-14 11:36.04am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.8,-78,0,0,1997,Serial,"33.6103407,-84.378909",,0,2
LA,8 secs,2020-02-14 11:34.17am,2020-02-14 11:34.09am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,2,17,0.6,-71,0,0,1996,Serial,"33.6104185,-84.3789747",Stopped Moving,1,0
LA,8 secs,2020-02-14 11:34.12am,2020-02-14 11:34.04am,3,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,8,17,0.6,-71,0,0,1995,Serial,"33.6103997,-84.3790042",Moving,1,1
LA,5 secs,2020-02-14 11:33.36am,2020-02-14 11:33.31am,10,314 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,3,17,0.6,-79,0,0,1994,Serial,"33.609406,-84.3784892",Roll,0,0
LA,7 secs,2020-02-14 11:33.33am,2020-02-14 11:33.26am,9,314 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,5,17,0.6,-79,0,0,1993,Serial,"33.6091686,-84.3784637",Started Moving,2,1
LA,16 secs,2020-02-14 11:32.20am,2020-02-14 11:32.04am,0,300 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,12,0.8,-79,0,0,1992,Serial,"33.6088749,-84.3798424",,0,2
LA,9 secs,2020-02-14 11:30.13am,2020-02-14 11:30.04am,0,300 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,13,0.8,-81,0,0,1991,Serial,"33.6088293,-84.3798156",,0,2
LA,9 secs,2020-02-14 11:28.13am,2020-02-14 11:28.04am,0,300 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,11,0.8,-80,0,0,1990,Serial,"33.6088548,-84.3797512",,0,2
LA,8 secs,2020-02-14 11:26.12am,2020-02-14 11:26.04am,0,300 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,13,0.8,-79,0,0,1989,Serial,"33.6089151,-84.3796962",,0,2
LA,7 secs,2020-02-14 11:24.11am,2020-02-14 11:24.04am,0,300 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.8,-80,0,0,1988,Serial,"33.6089621,-84.3797432",,0,1
LA,5 secs,2020-02-14 11:23.06am,2020-02-14 11:23.01am,1,300 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,2,14,0.8,-79,0,0,1987,Serial,"33.6089205,-84.3797539",Stopped Moving,2,1
LA,7 secs,2020-02-14 11:22.31am,2020-02-14 11:22.24am,10,5340 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,5,15,0.8,-76,0,0,1986,Serial,"33.6093014,-84.3807275",Started Moving,0,0
LA,7 secs,2020-02-14 11:22.11am,2020-02-14 11:22.04am,0,5310 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-74,0,0,1985,Serial,"33.6094113,-84.3808335",,0,2
LA,47 secs,2020-02-14 11:20.44am,2020-02-14 11:19.57am,0,5310 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,37,15,0.6,-79,0,0,1984,Serial,"33.6093899,-84.3808992",Ignition On,0,0
LA,10 secs,2020-02-14 8:58.49am,2020-02-14 8:58.39am,0,5340 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,-,-,-,-,-,-,-,3,0,15,0.6,-77,0,0,1983,Serial,"33.6094019,-84.3809716",,0,0
LA,6 secs,2020-02-14 8:56.45am,2020-02-14 8:56.39am,0,5340 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,-,-,-,-,-,-,-,3,0,16,0.6,-77,0,0,1982,Serial,"33.6093751,-84.3809528",,0,0
LA,41 secs,2020-02-14 8:55.20am,2020-02-14 8:54.39am,0,5310 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,-,-,-,-,-,-,-,3,38,16,0.6,-76,0,0,1981,Serial,"33.609355,-84.3809676",Ignition Off,0,2
LA,11 secs,2020-02-14 8:53.12am,2020-02-14 8:53.01am,0,5310 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.6,-74,0,0,1980,Serial,"33.6093336,-84.3809287",,0,2
LA,10 secs,2020-02-14 8:51.11am,2020-02-14 8:51.01am,0,5310 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.6,-76,0,0,1979,Serial,"33.6093644,-84.3808724",,1,2
LA,7 secs,2020-02-14 8:49.07am,2020-02-14 8:49.00am,0,5310 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,14,0.6,-78,0,0,1978,Serial,"33.6093644,-84.3809555",,0,2
LA,8 secs,2020-02-14 8:47.10am,2020-02-14 8:47.02am,0,5310 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,2,17,0.6,-73,0,0,1977,Serial,"33.6092531,-84.3807329",Stopped Moving,0,0
LA,9 secs,2020-02-14 8:47.10am,2020-02-14 8:47.01am,0,5310 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,8,17,0.6,-73,0,0,1976,Serial,"33.6092531,-84.3807329",Moving,1,0
LA,7 secs,2020-02-14 8:46.55am,2020-02-14 8:46.48am,9,5330 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,5,15,0.8,-76,0,0,1975,Serial,"33.6096259,-84.3807637",Started Moving,0,2
LA,10 secs,2020-02-14 8:45.11am,2020-02-14 8:45.01am,0,5340 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,13,0.8,-76,0,0,1974,Serial,"33.6098271,-84.3807423",,0,2
LA,58 secs,2020-02-14 8:43.59am,2020-02-14 8:43.01am,0,5290 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,12,0.8,-75,0,0,1973,Serial,"33.6098968,-84.3807195",,0,2
LA,10 secs,2020-02-14 8:41.11am,2020-02-14 8:41.01am,0,5290 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,13,0.8,-73,0,0,1972,Serial,"33.6099008,-84.3807168",,0,2
LA,10 secs,2020-02-14 8:39.11am,2020-02-14 8:39.01am,0,5290 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,10,0.8,-76,0,0,1971,Serial,"33.609878,-84.3807034",,0,2
LA,10 secs,2020-02-14 8:37.11am,2020-02-14 8:37.01am,0,5290 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,12,0.8,-73,0,0,1970,Serial,"33.6098405,-84.3807208",,0,2
LA,10 secs,2020-02-14 8:35.11am,2020-02-14 8:35.01am,0,5290 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-74,0,0,1969,Serial,"33.6098338,-84.3807168",,0,2
LA,10 secs,2020-02-14 8:33.11am,2020-02-14 8:33.01am,0,5290 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-73,0,0,1968,Serial,"33.6098418,-84.3807248",,0,0
LA,21 secs,2020-02-14 8:32.57am,2020-02-14 8:32.36am,0,5290 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,2,15,0.8,-71,0,0,1967,Serial,"33.6098432,-84.3807047",Stopped Moving,2,1
LA,42 secs,2020-02-14 8:32.46am,2020-02-14 8:32.04am,12,295 Agnew Dr Forest Park GA 30297,+,+,-,-,-,-,-,3,5,16,0.6,-73,0,0,1966,Serial,"33.6103582,-84.3796238",Started Moving,1,1
LA,10 secs,2020-02-14 8:31.11am,2020-02-14 8:31.01am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-71,0,0,1965,Serial,"33.6102696,-84.3789371",,0,2
LA,10 secs,2020-02-14 8:29.11am,2020-02-14 8:29.01am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.6,-68,0,0,1964,Serial,"33.6102442,-84.378913",,0,2
LA,10 secs,2020-02-14 8:27.11am,2020-02-14 8:27.01am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-73,0,0,1963,Serial,"33.6103287,-84.3788983",,1,2
LA,9 secs,2020-02-14 8:25.10am,2020-02-14 8:25.01am,0,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-70,0,0,1962,Serial,"33.6104024,-84.3790592",,1,2
LA,10 secs,2020-02-14 8:23.11am,2020-02-14 8:23.01am,0,309 Agnew Dr Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.6,-68,0,0,1961,Serial,"33.6103032,-84.3792925",,0,2
LA,35 secs,2020-02-14 8:21.36am,2020-02-14 8:21.01am,0,309 Agnew Dr Forest Park GA 30297,+,+,-,-,-,-,-,3,0,15,0.6,-70,0,0,1960,Serial,"33.6103059,-84.3793073",,1,2
LA,5 secs,2020-02-14 8:19.11am,2020-02-14 8:19.06am,3,Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,2,16,0.6,-78,0,0,1959,Serial,"33.6103045,-84.3790377",Stopped Moving,0,0
LA,10 secs,2020-02-14 8:19.11am,2020-02-14 8:19.01am,10,5299 Jones Rd Forest Park GA 30297,+,+,-,-,-,-,-,3,8,16,0.6,-72,0,0,1958,Serial,"33.6103287,-84.378909",Moving,2,0
LA,6 secs,2020-02-14 8:18.41am,2020-02-14 8:18.35am,9,314 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,5,16,0.6,-78,0,0,1957,Serial,"33.6090908,-84.3784195",Started Moving,0,2
LA,9 secs,2020-02-14 8:17.10am,2020-02-14 8:17.01am,0,312 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,16,0.6,-79,0,0,1956,Serial,"33.608895,-84.3785201",,0,0
LA,6 secs,2020-02-14 8:16.31am,2020-02-14 8:16.25am,1,312 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,2,16,0.6,-79,0,0,1955,Serial,"33.6088883,-84.3784812",Stopped Moving,1,1
LA,9 secs,2020-02-14 8:16.16am,2020-02-14 8:16.07am,9,306 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,5,13,0.8,-82,0,0,1954,Serial,"33.6088964,-84.3792456",Started Moving,1,1
LA,10 secs,2020-02-14 8:15.11am,2020-02-14 8:15.01am,0,300 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,0,12,0.8,-78,0,0,1953,Serial,"33.6088467,-84.3802769",,0,0
LA,5 secs,2020-02-14 8:14.40am,2020-02-14 8:14.35am,0,300 Cash Memorial Blvd Forest Park GA 30297,+,+,-,-,-,-,-,3,2,16,0.6,-79,0,0,1952,Serial,"33.6088977,-84.3802273",Stopped Moving,5,2
LA,6 secs,2020-02-14 8:13.10am,2020-02-14 8:13.04am,40,5334 Old Dixie Hwy [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,8,17,0.6,-62,0,0,1951,Serial,"33.6093188,-84.3816153",Moving,22,2
LA,6 secs,2020-02-14 8:11.10am,2020-02-14 8:11.04am,40,6014 Old Dixie Rd [Us-19/Us-41/Ga-3] Forest Park GA 30297,+,+,-,-,-,-,-,3,8,17,0.6,-52,0,0,1950,Serial,"33.590542,-84.3770958",Moving,24,2
LA,"1 min, 4 secs",2020-02-14 8:10.08am,2020-02-14 8:09.04am,66,I-75 [I-75/Ga-401] Forest Park GA 30297,+,+,-,-,-,-,-,3,8,15,0.6,-51,0,0,1949,Serial,"33.5804797,-84.358024",Moving,37,2
LA,6 secs,2020-02-14 8:07.10am,2020-02-14 8:07.04am,72,I-75 [I-75/Ga-401] Morrow GA 30260,+,+,-,-,-,-,-,3,8,17,0.6,-58,0,0,1948,Serial,"33.566893,-84.3229366",Moving,39,2
LA,7 secs,2020-02-14 8:05.10am,2020-02-14 8:05.03am,72,I-75 [I-75/Ga-401] Jonesboro GA 30236,+,+,-,-,-,-,-,3,8,17,0.6,-76,0,0,1947,Serial,"33.5499307,-84.2860026",Moving,39,2
LA,4 secs,2020-02-14 8:03.07am,2020-02-14 8:03.03am,74,I-75 [I-75/Ga-401] Stockbridge GA 30281,+,+,-,-,-,-,-,3,8,15,0.6,-82,0,0,1946,Serial,"33.5280345,-84.2552551",Moving,39,2
LA,4 secs,2020-02-14 8:01.07am,2020-02-14 8:01.03am,71,I-75 [I-75/Ga-401] Stockbridge GA 30281,+,+,-,-,-,-,-,3,8,15,0.6,-73,0,0,1945,Serial,"33.5022678,-84.2270638",Moving,38,2
LA,15 secs,2020-02-14 7:59.18am,2020-02-14 7:59.03am,72,I-75 [I-75/Ga-401] McDonough GA 30253,+,+,-,-,-,-,-,3,8,17,0.6,99,0,0,1944,Serial,"33.470485,-84.2133121",Moving,39,2
LA,3 secs,2020-02-14 7:57.07am,2020-02-14 7:57.04am,71,I-75 [I-75/Ga-401] McDonough GA 30253,+,+,-,-,-,-,-,3,8,18,0.6,-57,0,0,1943,Serial,"33.4398582,-84.1933256",Moving,40,2
LA,7 secs,2020-02-14 7:55.11am,2020-02-14 7:55.04am,74,I-75 [I-75/Ga-401] McDonough GA 30253,+,+,-,-,-,-,-,3,8,17,0.6,-41,0,0,1942,Serial,"33.4139614,-84.164398",Moving,39,2
LA,3 secs,2020-02-14 7:53.07am,2020-02-14 7:53.04am,68,I-75 [I-75/Ga-401] Locust Grove GA 30248,+,+,-,-,-,-,-,3,8,17,0.6,-71,0,0,1941,Serial,"33.3844612,-84.1419814",Moving,39,2
LA,10 secs,2020-02-14 7:51.13am,2020-02-14 7:51.03am,68,I-75 [I-75/Ga-401] Locust Grove GA 30248,+,+,-,-,-,-,-,3,8,18,0.6,-42,0,0,1940,Serial,"33.3527481,-84.1248407",Moving,39,2
LA,5 secs,2020-02-14 7:49.08am,2020-02-14 7:49.03am,71,I-75 [I-75/Ga-401] Locust Grove GA 30248,+,+,-,-,-,-,-,3,8,15,0.6,-66,0,0,1939,Serial,"33.3178874,-84.1190968",Moving,40,2
LA,48 secs,2020-02-14 7:47.51am,2020-02-14 7:47.03am,72,I-75 [I-75/Ga-401] Locust Grove GA 30248,+,+,-,-,-,-,-,3,8,17,0.6,-41,0,0,1938,Serial,"33.2836114,-84.1081145",Moving,39,2
LA,4 secs,2020-02-14 7:45.07am,2020-02-14 7:45.03am,71,I-75 [I-75/Ga-401] Jackson GA 30233,+,+,-,-,-,-,-,3,8,16,0.6,-65,0,0,1937,Serial,"33.2521666,-84.0888629",Moving,40,2
LA,7 secs,2020-02-14 7:43.11am,2020-02-14 7:43.04am,72,I-75 [I-75/Ga-401] Jackson GA 30233,+,+,-,-,-,-,-,3,8,14,0.6,-81,0,0,1936,Serial,"33.2202898,-84.0708184",Moving,40,2
LA,4 secs,2020-02-14 7:41.07am,2020-02-14 7:41.03am,72,I-75 [I-75/Ga-401] Milner GA 30257,+,+,-,-,-,-,-,3,8,14,0.6,-78,0,0,1935,Serial,"33.1879075,-84.0554735",Moving,39,2
LA,4 secs,2020-02-14 7:39.08am,2020-02-14 7:39.04am,71,I-75 [I-75/Ga-401] Forsyth GA 31029,+,+,-,-,-,-,-,3,8,15,0.6,-73,0,0,1934,Serial,"33.1569884,-84.0354548",Moving,40,2
LA,4 secs,2020-02-14 7:37.07am,2020-02-14 7:37.03am,72,I-75 [I-75/Ga-401] Forsyth GA 31029,+,+,-,-,-,-,-,3,8,14,0.6,-55,0,0,1933,Serial,"33.1288305,-84.0103922",Moving,39,2
LA,4 secs,2020-02-14 7:35.08am,2020-02-14 7:35.04am,67,I-75 [I-75/Ga-401] Forsyth GA 31029,+,+,-,-,-,-,-,3,8,18,0.6,-75,0,0,1932,Serial,"33.096066,-83.9984792",Moving,38,2
LA,3 secs,2020-02-14 7:33.06am,2020-02-14 7:33.03am,69,I-75 [I-75/Ga-401] Forsyth GA 31029,+,+,-,-,-,-,-,3,8,15,0.6,-65,0,0,1931,Serial,"33.0698192,-83.9732745",Moving,37,2
LA,3 secs,2020-02-14 7:31.06am,2020-02-14 7:31.03am,68,I-75 [I-75/Ga-401] Forsyth GA 31029,+,+,-,-,-,-,-,3,8,17,0.6,-55,0,0,1930,Serial,"33.0475395,-83.9438734",Moving,39,2
LA,3 secs,2020-02-14 7:29.05am,2020-02-14 7:29.02am,71,I-75 [I-75/Ga-401] Forsyth GA 31029,+,+,-,-,-,-,-,3,8,18,0.6,-70,0,0,1929,Serial,"33.0279942,-83.9094929",Moving,39,2
LA,6 secs,2020-02-14 7:27.09am,2020-02-14 7:27.03am,71,I-75 [I-75/Ga-401] Forsyth GA 31029,+,+,-,-,-,-,-,3,8,16,0.6,-59,0,0,1928,Serial,"33.0090323,-83.8745745",Moving,39,2
LA,33 secs,2020-02-14 7:25.36am,2020-02-14 7:25.03am,72,I-75 [I-75/Ga-401] Forsyth GA 31029,+,+,-,-,-,-,-,3,8,14,0.6,-59,0,0,1927,Serial,"32.9884866,-83.8398708",Moving,40,2
LA,6 secs,2020-02-14 7:23.08am,2020-02-14 7:23.02am,72,I-75 [I-75/Ga-401] Juliette GA 31046,+,+,-,-,-,-,-,3,8,18,0.6,-54,0,0,1926,Serial,"32.9606989,-83.8145735",Moving,39,2
LA,6 secs,2020-02-14 7:21.08am,2020-02-14 7:21.02am,69,I-475 [I-475/Ga-408] Macon GA 31210,+,+,-,-,-,-,-,3,8,17,0.6,-82,0,0,1925,Serial,"32.927465,-83.8029622",Moving,40,2
LA,8 secs,2020-02-14 7:19.10am,2020-02-14 7:19.02am,71,I-475 [I-475/Ga-408] Macon GA 31210,+,+,-,-,-,-,-,3,8,14,0.6,-75,0,0,1924,Serial,"32.8964935,-83.7829918",Moving,39,2
LA,6 secs,2020-02-14 7:17.08am,2020-02-14 7:17.02am,74,I-475 [I-475/Ga-408] Macon GA 31210,+,+,-,-,-,-,-,3,8,16,0.6,-67,0,0,1923,Serial,"32.8687729,-83.7566043",Moving,40,2
LA,6 secs,2020-02-14 7:15.09am,2020-02-14 7:15.03am,72,I-475 [I-475/Ga-408] Macon GA 31210,+,+,-,-,-,-,-,3,8,15,0.6,-68,0,0,1922,Serial,"32.8386799,-83.7357514",Moving,39,2
LA,"1 min, 10 secs",2020-02-14 7:14.12am,2020-02-14 7:13.02am,71,I-475 [I-475/Ga-408] Macon GA 31206,+,+,-,-,-,-,-,3,8,16,0.6,-66,0,0,1921,Serial,"32.8046735,-83.723129",Moving,40,2
LA,5 secs,2020-02-14 7:11.08am,2020-02-14 7:11.03am,72,I-475 [I-475/Ga-408] Macon GA 31206,+,+,-,-,-,-,-,3,8,16,0.6,-66,0,0,1920,Serial,"32.7715308,-83.7104904",Moving,39,2
LA,6 secs,2020-02-14 7:09.08am,2020-02-14 7:09.02am,72,I-75 [I-75/Ga-401/Ga-540] Macon GA 31216,+,+,-,-,-,-,-,3,8,16,0.6,-51,0,0,1919,Serial,"32.7389607,-83.7217704",Moving,40,2
LA,5 secs,2020-02-14 7:07.08am,2020-02-14 7:07.03am,72,I-75 [I-75/Ga-401/Ga-540] Macon GA 31216,+,+,-,-,-,-,-,3,8,16,0.6,-69,0,0,1918,Serial,"32.704792,-83.7338055",Moving,39,2
LA,5 secs,2020-02-14 7:05.08am,2020-02-14 7:05.03am,72,I-75 [I-75/Ga-401/Ga-540] Byron GA 31008,+,+,-,-,-,-,-,3,8,15,0.6,-47,0,0,1917,Serial,"32.671243,-83.7445102",Moving,39,2
LA,19 secs,2020-02-14 7:03.22am,2020-02-14 7:03.03am,72,I-75 [I-75/Ga-401] Byron GA 31008,+,+,-,-,-,-,-,3,8,16,0.6,-70,0,0,1916,Serial,"32.6355803,-83.7434118",Moving,40,2
LA,5 secs,2020-02-14 7:01.08am,2020-02-14 7:01.03am,72,I-75 [I-75/Ga-401] Byron GA 31008,+,+,-,-,-,-,-,3,8,15,0.6,-59,0,0,1915,Serial,"32.5999311,-83.7424167",Moving,40,2
LA,4 secs,2020-02-14 6:59.07am,2020-02-14 6:59.03am,72,I-75 [I-75/Ga-401] Fort Valley GA 31030,+,+,-,-,-,-,-,3,8,15,0.6,-76,0,0,1914,Serial,"32.5642724,-83.743837",Moving,39,2
LA,5 secs,2020-02-14 6:57.08am,2020-02-14 6:57.03am,72,I-75 [I-75/Ga-401] Perry GA 31069,+,+,-,-,-,-,-,3,8,14,0.6,-71,0,0,1913,Serial,"32.5288887,-83.743267",Moving,40,2
LA,5 secs,2020-02-14 6:55.08am,2020-02-14 6:55.03am,72,I-75 [I-75/Ga-401] Perry GA 31069,+,+,-,-,-,-,-,3,8,16,0.6,-74,0,0,1912,Serial,"32.4931604,-83.7425401",Moving,40,2
LA,6 secs,2020-02-14 6:53.08am,2020-02-14 6:53.02am,71,I-75 [I-75/Ga-401] Perry GA 31069,+,+,-,-,-,-,-,3,8,16,0.6,-70,0,0,1911,Serial,"32.4589314,-83.7500758",Moving,39,2
LA,53 secs,2020-02-14 6:51.56am,2020-02-14 6:51.03am,72,I-75 [I-75/Ga-401] Perry GA 31069,+,+,-,-,-,-,-,3,8,16,0.6,-82,0,0,1910,Serial,"32.4242799,-83.759029",Moving,40,2
LA,5 secs,2020-02-14 6:49.08am,2020-02-14 6:49.03am,72,I-75 [I-75/Ga-401] Perry GA 31069,+,+,-,-,-,-,-,3,8,14,0.6,-80,0,0,1909,Serial,"32.3893736,-83.7670622",Moving,40,2
LA,5 secs,2020-02-14 6:47.08am,2020-02-14 6:47.03am,74,I-75 [I-75/Ga-401] Perry GA 31069,+,+,-,-,-,-,-,3,8,14,0.6,-66,0,0,1908,Serial,"32.3537767,-83.7684234",Moving,39,2
LA,6 secs,2020-02-14 6:45.08am,2020-02-14 6:45.02am,72,I-75 [I-75/Ga-401] Elko GA 31025,+,+,-,-,-,-,-,3,8,15,0.6,-68,0,0,1907,Serial,"32.3185137,-83.7644001",Moving,40,2
LA,5 secs,2020-02-14 6:43.08am,2020-02-14 6:43.03am,74,I-75 [I-75/Ga-401] Unadilla GA 31091,+,+,-,-,-,-,-,3,8,17,0.6,-65,0,0,1906,Serial,"32.2834854,-83.7566968",Moving,40,2
LA,3 secs,2020-02-14 6:41.06am,2020-02-14 6:41.03am,74,I-75 [I-75/Ga-401] Unadilla GA 31091,+,+,-,-,-,-,-,3,8,17,0.6,-65,0,0,1905,Serial,"32.2494575,-83.7444163",Moving,39,2
LA,5 secs,2020-02-14 6:39.08am,2020-02-14 6:39.03am,72,I-75 [I-75/Ga-401] Unadilla GA 31091,+,+,-,-,-,-,-,3,8,16,0.6,-68,0,0,1904,Serial,"32.2150756,-83.7452062",Moving,40,2
LA,5 secs,2020-02-14 6:37.08am,2020-02-14 6:37.03am,72,I-75 [I-75/Ga-401] Pinehurst GA 31070,+,+,-,-,-,-,-,3,8,16,0.6,-57,0,0,1903,Serial,"32.1796772,-83.7504151",Moving,40,2
LA,4 secs,2020-02-14 6:35.07am,2020-02-14 6:35.03am,74,I-75 [I-75/Ga-401] Vienna GA 31092,+,+,-,-,-,-,-,3,8,18,0.6,-70,0,0,1902,Serial,"32.1444866,-83.7571166",Moving,40,2
LA,3 secs,2020-02-14 6:33.06am,2020-02-14 6:33.03am,74,I-75 [I-75/Ga-401] Vienna GA 31092,+,+,-,-,-,-,-,3,8,15,0.6,-79,0,0,1901,Serial,"32.109115,-83.7627707",Moving,39,2
LA,4 secs,2020-02-14 6:31.06am,2020-02-14 6:31.02am,72,I-75 [I-75/Ga-401] Vienna GA 31092,+,+,-,-,-,-,-,3,8,17,0.6,-66,0,0,1900,Serial,"32.0734362,-83.7632159",Moving,40,2
LA,39 secs,2020-02-14 6:29.42am,2020-02-14 6:29.03am,74,I-75 [I-75/Ga-401] Vienna GA 31092,+,+,-,-,-,-,-,3,8,17,0.6,-69,0,0,1899,Serial,"32.0377427,-83.7636169",Moving,40,2
LA,7 secs,2020-02-14 6:27.09am,2020-02-14 6:27.02am,71,I-75 [I-75/Ga-401] Cordele GA 31015,+,+,-,-,-,-,-,3,8,16,0.6,-65,0,0,1898,Serial,"32.0024261,-83.7581425",Moving,39,2
LA,8 secs,2020-02-14 6:25.10am,2020-02-14 6:25.02am,72,I-75 [I-75/Ga-401] Cordele GA 31015,+,+,-,-,-,-,-,3,8,17,0.6,-57,0,0,1897,Serial,"31.967391,-83.7525984",Moving,40,2
LA,8 secs,2020-02-14 6:23.10am,2020-02-14 6:23.02am,72,I-75 [I-75/Ga-401] Cordele GA 31015,+,+,-,-,-,-,-,3,8,17,0.6,-69,0,0,1896,Serial,"31.9322045,-83.7470556",Moving,39,2
LA,8 secs,2020-02-14 6:21.10am,2020-02-14 6:21.02am,72,I-75 [I-75/Ga-401] Cordele GA 31015,+,+,-,-,-,-,-,3,8,17,0.6,-51,0,0,1895,Serial,"31.8983429,-83.7339959",Moving,40,2
LA,8 secs,2020-02-14 6:19.10am,2020-02-14 6:19.02am,72,I-75 [I-75/Ga-401] Arabi GA 31712,+,+,-,-,-,-,-,3,8,16,0.6,-70,0,0,1894,Serial,"31.8642708,-83.7218455",Moving,40,2
